Issue ID,Issue Labels,Issue URL,Status,Found by,Symptoms,Test validity,Stage,Bug Cause,# Affected module,Issue Title,Issue create date,Issue closed date,PR ID,PR URL,PR Title,PR create date,PR closed date,Bug duration,Fix loc,Fix files,Fix modules,Bug priority,Reopen?,Test case (original),Test case (reduced),core,async,dyn,std,Lifetime,trait,flag,command,unstable features
98958,{'A-mir-opt'},https://github.com/rust-lang/rust/issues/98958,exclude,,,,,,,enable ConstProp pass based on MIR opt level,2022-07-05T19:53:01Z,2022-07-09T06:06:08Z,,,,,,3,,,,,0,,,,,,,,,,,
98896,"{'T-compiler', 'A-MIR', 'C-bug'}",https://github.com/rust-lang/rust/issues/98896,valid,developer,5. Misoptimization,,5. Utils: Middle & ty utils & apfloat & metadata &macros,4. Basic syntax&structure,3,StorageDead is not dominated by StorageLive,2022-07-04T15:31:29Z,2024-06-19T13:33:45Z,126154,https://github.com/rust-lang/rust/pull/126154,StorageLive: refresh storage (instead of UB) when local is already live,2024/6/8 10:08,2024/6/19 13:33,715,82,"['messages.ftl', 'eval_context.rs', 'syntax.rs', 'storage-live-dead-var.rs', 'storage-live-dead-var.stderr', 'storage-live-resets-var.rs', 'storage-live-resets-var.stderr']","['compiler/rustc_const_eval', 'compiler/rustc_const_eval/src/interpret', 'compiler/rustc_middle/src/mir', 'src/tools/miri/tests/fail', 'src/tools/miri/tests/fail', 'src/tools/miri/tests/fail', 'src/tools/miri/tests/fail']",,0,"struct E {
 g: i32,
 f: i32,
 }
 
 fn test(a: &E, b: &E) -> bool {
 a.g == b.g && a.f == b.f
 }","struct E {
 g: i32,
 f: i32,
 }
 
 fn test(a: &E, b: &E) -> bool {
 a.g == b.g && a.f == b.f
 }",,,,,,,"+nightly
-Zdump-mir=all
-Zdump-mir-dataflow=yes
-Zdump-mir-graphviz=yes",rustc +nightly -Zdump-mir=all -Zdump-mir-dataflow=y -Zdump-mir-graphviz=y --crate-type lib test.rs,
98852,"{'A-associated-items', 'T-types', 'P-medium', 'C-bug', 'A-implied-bounds', 'regression-from-stable-to-stable'}",https://github.com/rust-lang/rust/issues/98852,valid,members,2. Correctness Issues-Completeness Issues,,3. MIR-Borrow Check,1. Type-Trait & Bound,3,implied bounds from impl header are not used in associated functions/consts,2022-07-03T16:41:59Z,2024-01-17T04:40:17Z,120019,https://github.com/rust-lang/rust/pull/120019,fix fn/const items implied bounds and wf check (rebase),2024/1/16 8:28,2024/1/17 4:40,562,548,"['free_region_relations.rs', 'mod.rs', 'ascribe_user_type.rs', 'prove_predicate.rs', 'fn-item-check-trait-ref.rs', 'fn-item-check-trait-ref.stderr', 'fn-item-check-type-params.rs', 'fn-item-check-type-params.stderr', 'issue-59311.rs', 'issue-59311.stderr', 'implied-bounds-on-trait-hierarchy-1.rs', 'implied-bounds-on-trait-hierarchy-1.stderr', 'implied-bounds-on-trait-hierarchy-2.rs', 'issue_74400.rs', 'issue_74400.stderr', 'wf-nested.fail.stderr', 'wf-nested.pass_sound.stderr', 'wf-nested.rs', 'wf-associated-const.rs', 'wf-associated-const.stderr', 'wf-in-fn-type-implicit.rs', 'wf-static-method.rs', 'wf-static-method.stderr']","['compiler/rustc_borrowck/src/type_check', 'compiler/rustc_borrowck/src/type_check', 'compiler/rustc_trait_selection/src/traits/query/type_op', 'compiler/rustc_trait_selection/src/traits/query/type_op', 'tests/ui/borrowck', 'tests/ui/borrowck', 'tests/ui/borrowck', 'tests/ui/borrowck', 'tests/ui/higher-ranked/trait-bounds', 'tests/ui/higher-ranked/trait-bounds', 'tests/ui/implied-bounds', 'tests/ui/implied-bounds', 'tests/ui/implied-bounds', 'tests/ui/lifetimes/lifetime-errors', 'tests/ui/lifetimes/lifetime-errors', 'tests/ui/type-alias-impl-trait', 'tests/ui/type-alias-impl-trait', 'tests/ui/type-alias-impl-trait', 'tests/ui/wf', 'tests/ui/wf', 'tests/ui/wf', 'tests/ui/wf', 'tests/ui/wf']",P-medium,0,"/// A type with an implied bound `'b: 'a`
 struct Ty<'a, 'b>(&'a &'b ());
 
 impl<'a, 'b> Ty<'a, 'b> // <- tait or inherent impl
 where
 //'b: 'a, // <- fixed by an explicit bound
 {
 fn f() { // <- no `Self` in signature
 Self;
 //~^ ERROR lifetime bound not satisfied
 // Cannot prove WF of `Self` because `'b: 'a` is not known to hold
 }
 }","/// A type with an implied bound `'b: 'a`
 struct Ty<'a, 'b>(&'a &'b ());
 
 impl<'a, 'b> Ty<'a, 'b> // <- tait or inherent impl
 where
 //'b: 'a, // <- fixed by an explicit bound
 {
 fn f() { // <- no `Self` in signature
 Self;
 //~^ ERROR lifetime bound not satisfied
 // Cannot prove WF of `Self` because `'b: 'a` is not known to hold
 }
 }",,,,,1,,,,
98833,"{'A-code-coverage', 'regression-untriaged', 'P-critical', 'T-compiler', 'C-bug', 'A-mir-opt-inlining'}",https://github.com/rust-lang/rust/issues/98833,valid,members,1. Crash-Front-end Panic,valid,3. MIR-MIR Transform,3. Opt-Wrong Implementations,1,"Recent nightly started ICEing with ""No counters provided the source_hash for used function""",2022-07-03T02:05:25Z,2022-07-26T07:09:29Z,99711,https://github.com/rust-lang/rust/pull/99711,Remove reachable coverage without counters,2022/7/25 12:17,2022/7/26 7:09,23,60,"['simplify.rs', 'expected_show_coverage.inline-dead.txt', 'inline-dead.rs']","['compiler/rustc_mir_transform/src', 'src/test/run-make-fulldeps/coverage-reports', 'src/test/run-make-fulldeps/coverage']",P-critical,1,,"use once_cell::sync::Lazy;
 
 pub static NULL_TLV: Lazy<asn1::Tlv<'static>> =
 Lazy::new(|| asn1::parse_single(""\x05\x00"").unwrap());",,,,,,,,crate,
98821,"{'I-ICE', 'glacier', 'T-compiler', 'C-bug', 'A-mir-opt-inlining'}",https://github.com/rust-lang/rust/issues/98821,valid,icemaker,1. Crash-Front-end Panic,invalid,3. MIR-MIR Transform,3. Opt-Wrong Implementations,1,ICE during mir inlining: None in compiler/rustc_mir_transform/src/inline.rs:185:32,2022-07-02T20:39:03Z,2022-07-04T09:23:02Z,98823,https://github.com/rust-lang/rust/pull/98823,Fix rust-call ICE in mir-inliner,2022/7/2 21:42,2022/7/4 9:23,1,17,"['inline.rs', 'rustcall-generic.rs']","['compiler/rustc_mir_transform/src', 'src/test/ui/abi']",,0,"// check-pass
 #![feature(unboxed_closures)]
 
 extern ""rust-call"" fn foo<T>(_: T) {}
 
 fn main() {
 foo(());
 foo((1, 2));
 }","// check-pass
 #![feature(unboxed_closures)]
 
 extern ""rust-call"" fn foo<T>(_: T) {}
 
 fn main() {
 foo(());
 foo((1, 2));
 }",,,,,,,-Zmir-opt-level=X,rustc ./src/test/ui/abi/rustcall-generic.rs -Zmir-opt-level=3,
98719,"{'A-impl-trait', 'T-compiler', 'C-bug'}",https://github.com/rust-lang/rust/issues/98719,duplicate,,,,,,,lifetime bound when returning impl Trait is not considered,2022-06-30T15:00:07Z,2023-09-16T11:11:00Z,,,,,,442,,,,,0,,,,,,,,,,,
98543,"{'A-associated-items', 'T-types', 'I-unsound', 'P-high', 'C-bug', 'A-implied-bounds'}",https://github.com/rust-lang/rust/issues/98543,valid,developer,2. Correctness Issues-Soundness Issues,,3. MIR-Borrow Check,1. Type-Trait & Bound,6,implied bounds from associated types may not actually get implied pt 2.,2022-06-26T15:29:15Z,2022-08-19T10:03:14Z,99217,https://github.com/rust-lang/rust/pull/99217,,,,53,,,,P-high,0,"trait Trait {
 type Type;
 }
 
 impl<T> Trait for T {
 type Type = ();
 }
 
 fn f<'a, 'b>(s: &'b str, _: <&'a &'b () as Trait>::Type) -> &'a str
 where
 for<'what, 'ever> &'what &'ever (): Trait,
 {
 s
 }
 
 fn main() {
 let x = String::from(""Hello World!"");
 let y = f(&x, ());
 drop(x);
 println!(""{}"", y);
 }","trait Trait {
 type Type;
 }
 
 impl<T> Trait for T {
 type Type = ();
 }
 
 fn f<'a, 'b>(s: &'b str, _: <&'a &'b () as Trait>::Type) -> &'a str
 where
 for<'what, 'ever> &'what &'ever (): Trait,
 {
 s
 }
 
 fn main() {
 let x = String::from(""Hello World!"");
 let y = f(&x, ());
 drop(x);
 println!(""{}"", y);
 }",,,,,1,,,,
98444,"{'A-lints', 'P-medium', 'E-needs-test', 'T-compiler', 'L-unconditional_panic', 'C-bug', 'regression-from-stable-to-stable', 'A-mir-opt', 'A-diagnostics'}",https://github.com/rust-lang/rust/issues/98444,valid,developer,4. Diagnostic Issues-Incorrect Warning/Error,,3. MIR-MIR Transform,3. Opt-Missing Cases,1,Taking a shared reference of an array suppresses the unconditional_panic lint,2022-06-24T07:00:06Z,2024-10-05T06:18:29Z,129517,https://github.com/rust-lang/rust/pull/129517,Compute array length from type for unconditional panic lint. ,2024/8/24 18:37,2024/10/5 6:18,833,48,"['known_panics_lint.rs', 'unwrap_used.fixed', 'unwrap_used.rs', 'unwrap_used.stderr', 'get_unwrap.fixed', 'get_unwrap.rs', 'get_unwrap.stderr', 'unconditional_panic_promoted.rs', 'unconditional_panic_promoted.stderr']","['compiler/rustc_mir_transform/src', 'src/tools/clippy/tests/ui-toml/unwrap_used', 'src/tools/clippy/tests/ui-toml/unwrap_used', 'src/tools/clippy/tests/ui-toml/unwrap_used', 'src/tools/clippy/tests/ui', 'src/tools/clippy/tests/ui', 'src/tools/clippy/tests/ui', 'tests/ui/lint', 'tests/ui/lint']",P-medium,1,"fn main() {
 let xs: [i32; 5] = [1, 2, 3, 4, 5];
 let _ = &xs; // this line suppresses the `unconditional_panic` lint
 let _ = xs[7];
 }","fn main() {
 let xs: [i32; 5] = [1, 2, 3, 4, 5];
 let _ = &xs; // this line suppresses the `unconditional_panic` lint
 let _ = xs[7];
 }",,,,,,,,,
98117,"{'A-lifetimes', 'I-unsound', 'T-types', 'S-bug-has-test', 'P-high', 'T-compiler', 'C-bug'}",https://github.com/rust-lang/rust/issues/98117,valid,members,2. Correctness Issues-Soundness Issues,,2. HIR-trait solving,2. Ownership-Lifetime,3,Unsoundness due to where clauses not checked for well-formedness,2022-06-15T00:14:39Z,2024-08-05T17:03:04Z,124336,https://github.com/rust-lang/rust/pull/124336,Enforce supertrait outlives obligations hold when confirming impl,2024/4/24 14:27,2024/8/5 17:03,782,147,"['structural_traits.rs', 'trait_goals.rs', 'mod.rs', 'inherent.rs', 'implied-bounds-unnorm-associated-type-5.rs', 'implied-bounds-unnorm-associated-type-5.stderr', 'static-lifetime.rs', 'static-lifetime.stderr', 'wf-in-where-clause-static.current.stderr', 'wf-in-where-clause-static.next.stderr', 'wf-in-where-clause-static.rs']","['compiler/rustc_next_trait_solver/src/solve/assembly', 'compiler/rustc_next_trait_solver/src/solve', 'compiler/rustc_trait_selection/src/traits/select', 'compiler/rustc_type_ir/src', 'tests/ui/fn', 'tests/ui/fn', 'tests/ui/static', 'tests/ui/static', 'tests/ui/wf', 'tests/ui/wf', 'tests/ui/wf']",P-high,0,"trait Outlives<'a>: 'a {}
 impl<'a, T> Outlives<'a> for &'a T {}
 
 fn step2<T>(t: T) -> &'static str
 where
 &'static T: Outlives<'static>,
 T: AsRef<str>,
 {
 AsRef::as_ref(Box::leak(Box::new(t) as Box<dyn AsRef<str> + 'static>))
 }
 
 fn step1<T>(t: T) -> &'static str
 where
 for<'a> &'a T: Outlives<'a>,
 T: AsRef<str>,
 {
 step2(t)
 }
 
 fn main() {
 let s: &'static str = step1(&String::from(""blah blah blah""));
 println!(""{s}"");
 }","trait Outlives<'a>: 'a {}
 impl<'a, T> Outlives<'a> for &'a T {}
 
 fn step2<T>(t: T) -> &'static str
 where
 &'static T: Outlives<'static>,
 T: AsRef<str>,
 {
 AsRef::as_ref(Box::leak(Box::new(t) as Box<dyn AsRef<str> + 'static>))
 }
 
 fn step1<T>(t: T) -> &'static str
 where
 for<'a> &'a T: Outlives<'a>,
 T: AsRef<str>,
 {
 step2(t)
 }
 
 fn main() {
 let s: &'static str = step1(&String::from(""blah blah blah""));
 println!(""{s}"");
 }",,,1,,1,,,,
98016,"{'glacier', 'E-needs-test', 'T-compiler', 'PG-portable-simd', 'C-bug', 'I-crash', 'A-LLVM', 'A-SIMD', 'A-mir-opt'}",https://github.com/rust-lang/rust/issues/98016,valid,icemaker,1. Crash-Back-end Crash,,6. LLVM,6. Compatibility Issues,0,portable simd: -Zmir-opt-level=3 causes LLVM ERROR,2022-06-12T06:18:01Z,2023-07-13T18:15:12Z,113603,https://github.com/rust-lang/rust/pull/113603,Test simd-wide-sum for codegen error,2023/7/12 2:41,2023/7/13 18:15,396,37,"['header.rs', 'runtest.rs', 'simd-wide-sum.rs']","['src/tools/compiletest/src', 'src/tools/compiletest/src', 'tests/codegen']",,0,"#![crate_type = ""lib""]
 #![feature(portable_simd)]
 
 use std::simd::Simd;
 const N: usize = 8;
 
 #[no_mangle]
 // CHECK-LABEL: @wider_reduce_into_iter
 pub fn wider_reduce_into_iter(x: Simd<u8, N>) -> u16 {
 // CHECK: zext <8 x i8>
 // CHECK-SAME: to <8 x i16>
 // CHECK: call i16 @llvm.vector.reduce.add.v8i16(<8 x i16>
 x.to_array().into_iter().map(u16::from).sum()
 }","#![crate_type = ""lib""]
 #![feature(portable_simd)]
 
 use std::simd::Simd;
 const N: usize = 8;
 
 #[no_mangle]
 // CHECK-LABEL: @wider_reduce_into_iter
 pub fn wider_reduce_into_iter(x: Simd<u8, N>) -> u16 {
 // CHECK: zext <8 x i8>
 // CHECK-SAME: to <8 x i16>
 // CHECK: call i16 @llvm.vector.reduce.add.v8i16(<8 x i16>
 x.to_array().into_iter().map(u16::from).sum()
 }",,,,1,,,,,
97951,"{'I-ICE', 'requires-nightly', 'A-inference', 'T-compiler', 'C-bug'}",https://github.com/rust-lang/rust/issues/97951,duplicate,,,,,,,Bug connected with probably ambiguous data type when parsing string into i32 from &str from clap,2022-06-10T15:28:41Z,2022-09-05T15:47:16Z,,,,,,87,,,,,0,,,,,,,,,,,
97899,"{'A-inference', 'T-compiler', 'D-invalid-suggestion', 'D-verbose', 'A-diagnostics', 'A-suggestion-diagnostics'}",https://github.com/rust-lang/rust/issues/97899,duplicate,,,,,,,Redundant suggestion on E0283,2022-06-08T22:13:49Z,2022-06-15T18:53:56Z,,,,,,6,,,,,0,,,,,,,,,,,
97564,"{'C-enhancement', 'A-testsuite', 'A-mir-opt'}",https://github.com/rust-lang/rust/issues/97564,exclude,,,,,,,Check for stale files in `src/test/mir-opt`,2022-05-30T22:41:57Z,2022-11-02T07:15:03Z,103781,https://github.com/rust-lang/rust/pull/103781,Detect unused files in `src/test/mir-opt` and error on them in tidy.,2022/10/31 0:22,2022/11/2 7:15,155,664,"['Cargo.lock', 'Cargo.toml', 'builder.rs', 'check.rs', 'rustc.try_identity.DestinationPropagation.diff', 'simplify_try.try_identity.DestinationPropagation.diff', 'simplify_try.try_identity.SimplifyArmIdentity.diff', 'simplify_try.try_identity.SimplifyBranchSame.after.mir', 'simplify_try.try_identity.SimplifyLocals.after.mir', 'Cargo.toml', 'runtest.rs', 'Cargo.toml', 'lib.rs', 'Cargo.toml', 'lib.rs', 'main.rs', 'mir_opt_tests.rs']","['', '', 'src/bootstrap', 'src/bootstrap', 'src/test/mir-opt', 'src/test/mir-opt', 'src/test/mir-opt', 'src/test/mir-opt', 'src/test/mir-opt', 'src/tools/compiletest', 'src/tools/compiletest/src', 'src/tools/miropt-test-tools', 'src/tools/miropt-test-tools/src', 'src/tools/tidy', 'src/tools/tidy/src', 'src/tools/tidy/src', 'src/tools/tidy/src']",,0,,,,,,,,,,,
97554,"{'A-trait-system', 'C-bug'}",https://github.com/rust-lang/rust/issues/97554,duplicate,,,,,,,Higher-order bound on associated type does not support type inference,2022-05-30T14:53:34Z,2022-05-31T02:21:34Z,,,,,,0,,,,,0,,,,,,,,,,,
97421,"{'A-strict-provenance', 'A-mir-opt', 'C-bug'}",https://github.com/rust-lang/rust/issues/97421,valid,developer,5. Misoptimization,,3. MIR-MIR Transform,2. Ownership-Borrow&Move,3,Pointer to integer casts that expose provenance are incorrectly removed,2022-05-26T09:46:58Z,2022-06-08T10:24:12Z,97597,https://github.com/rust-lang/rust/pull/97597,Preserve unused pointer to address casts,2022/5/31 19:38,2022/6/8 10:24,13,76,"['mod.rs', 'liveness.rs', 'dead_store_elimination.rs', 'simplify.rs', 'simplify-locals.rs', 'simplify_locals.expose_addr.SimplifyLocals.diff']","['compiler/rustc_middle/src/mir', 'compiler/rustc_mir_dataflow/src/impls', 'compiler/rustc_mir_transform/src', 'compiler/rustc_mir_transform/src', 'src/test/mir-opt', 'src/test/mir-opt']",,0,"pub fn expose_addr<T>(a: &T) {
 a as *const T as usize;
 }","pub fn expose_addr<T>(a: &T) {
 a as *const T as usize;
 }",,,,,,,,,
97405,"{'A-lifetimes', 'A-closures', 'T-compiler', 'C-bug', 'A-coroutines'}",https://github.com/rust-lang/rust/issues/97405,valid,members,2. Correctness Issues-Completeness Issues,,2. HIR-Type Infer,2. Ownership-Lifetime,1,Outlives bounds for projections are broken when used with generators/closures,2022-05-25T18:17:34Z,2022-07-15T06:14:59Z,97406,https://github.com/rust-lang/rust/pull/97406,"Make outlives::{components,verify} agree",2022/5/25 18:39,2022/7/15 6:15,50,161,"['components.rs', 'verify.rs', 'closure-in-projection-issue-97405.rs', 'closure-in-projection-issue-97405.stderr']","['compiler/rustc_infer/src/infer/outlives', 'compiler/rustc_infer/src/infer/outlives', 'src/test/ui/regions', 'src/test/ui/regions']",,0,"fn opaque<F>(_: F) -> impl Iterator { b"""".iter() }
 fn assert_static<T: 'static>(_: T) {}
 
 fn generic_fn<T>() {
 // proving `<OpaqueTy<type_of(async {})> as Iterator>::Item: 'static`
 // somehow requires `T: 'static`.
 assert_static(opaque(async {}).next());
 //~^ the associated type `<impl Iterator as Iterator>::Item` may not live long enough
 assert_static(opaque(|| {}).next());
 //~^ the associated type `<impl Iterator as Iterator>::Item` may not live long enough
 }","fn opaque<F>(_: F) -> impl Iterator { b"""".iter() }
 fn assert_static<T: 'static>(_: T) {}
 
 fn generic_fn<T>() {
 // proving `<OpaqueTy<type_of(async {})> as Iterator>::Item: 'static`
 // somehow requires `T: 'static`.
 assert_static(opaque(async {}).next());
 //~^ the associated type `<impl Iterator as Iterator>::Item` may not live long enough
 assert_static(opaque(|| {}).next());
 //~^ the associated type `<impl Iterator as Iterator>::Item` may not live long enough
 }",,1,,,1,,,,
97378,"{'I-ICE', 'glacier', 'A-closures', 'T-compiler', 'A-edition-2021', 'C-bug'}",https://github.com/rust-lang/rust/issues/97378,valid,developer,1. Crash-Front-end Panic,valid,3. MIR-Dataflow Analysis,4. Basic syntax&structure,4,2021 edition ICE when destructuring enum in async block,2022-05-25T00:58:51Z,2022-06-07T21:44:36Z,97325,https://github.com/rust-lang/rust/pull/97325,Fix precise field capture of univariant enums,2022/5/23 17:13,2022/6/7 21:44,13,106,"['thir.rs', 'visit.rs', 'as_place.rs', 'expr.rs', 'capture-enum-field.rs']","['compiler/rustc_middle/src', 'compiler/rustc_middle/src/thir', 'compiler/rustc_mir_build/src/build/expr', 'compiler/rustc_mir_build/src/thir/cx', 'src/test/ui/closures/2229_closure_analysis']",,0,"pub enum Request {
 Resolve {
 url: String,
 },
 }
 
 pub async fn handle_event(
 event: Request,
 ) {
 async move {
 let Request::Resolve { url } = event;
 }.await;
 }","pub enum Request {
 Resolve {
 url: String,
 },
 }
 
 pub async fn handle_event(
 event: Request,
 ) {
 async move {
 let Request::Resolve { url } = event;
 }.await;
 }",,1,,,,,,,
97104,"{'A-lifetimes', 'F-type_alias_impl_trait', 'I-unsound', 'A-impl-trait', 'T-types', 'requires-nightly', 'T-compiler', 'C-bug'}",https://github.com/rust-lang/rust/issues/97104,valid,members,2. Correctness Issues-Soundness Issues,,5. Utils: Middle & ty utils & apfloat & metadata &macros,1. Type-Opaque Types,2,late-bound lifetimes on type-alias-impl-trait can be unsound,2022-05-17T05:56:49Z,2022-09-08T18:24:44Z,98933,https://github.com/rust-lang/rust/pull/98933,Opaque types' generic params do not imply anything about their hidden type's lifetimes,2022/7/5 13:57,2022/9/8 18:24,114,136,"['visit.rs', 'mod.rs', 'issue-62200.rs', 'issue-62200.stderr', 'issue-47511.stderr', 'constrain_inputs.rs', 'constrain_inputs.stderr', 'constrain_inputs_unsound.rs', 'constrain_inputs_unsound.stderr']","['compiler/rustc_middle/src/ty', 'compiler/rustc_typeck/src/astconv', 'src/test/ui/associated-types', 'src/test/ui/associated-types', 'src/test/ui/issues', 'src/test/ui/type-alias-impl-trait', 'src/test/ui/type-alias-impl-trait', 'src/test/ui/type-alias-impl-trait', 'src/test/ui/type-alias-impl-trait']",,0,"#![feature(type_alias_impl_trait)]
 
 mod lifetime_params {
 type Ty<'a> = impl Sized + 'a;
 fn define(s: &str) -> Ty<'_> { s }
 
 type BadFnSig = fn(Ty<'_>) -> &str;
 type BadTraitRef = dyn Fn(Ty<'_>) -> &str;
 }
 
 mod type_params {
 type Ty<T> = impl Sized;
 fn define<T>(s: T) -> Ty<T> { s }
 
 type BadFnSig = fn(Ty<&str>) -> &str;
 type BadTraitRef = dyn Fn(Ty<&str>) -> &str;
 }","#![feature(type_alias_impl_trait)]
 
 mod lifetime_params {
 type Ty<'a> = impl Sized + 'a;
 fn define(s: &str) -> Ty<'_> { s }
 
 type BadFnSig = fn(Ty<'_>) -> &str;
 type BadTraitRef = dyn Fn(Ty<'_>) -> &str;
 }
 
 mod type_params {
 type Ty<T> = impl Sized;
 fn define<T>(s: T) -> Ty<T> { s }
 
 type BadFnSig = fn(Ty<&str>) -> &str;
 type BadTraitRef = dyn Fn(Ty<&str>) -> &str;
 }",,,1,,1,Sized,,,#![feature(type_alias_impl_trait)]
97099,"{'I-ICE', 'A-lifetimes', 'glacier', 'A-impl-trait', 'P-medium', 'T-compiler', 'regression-from-stable-to-stable'}",https://github.com/rust-lang/rust/issues/97099,valid,developer,1. Crash-Front-end Panic,invalid,3. MIR-Borrow Check,1. Type-Opaque Types,2,ICE with higher-ranked nested RPIT,2022-05-17T02:13:52Z,2023-08-04T18:46:20Z,113575,https://github.com/rust-lang/rust/pull/113575,don't ICE on higher ranked hidden types,2023/7/11 14:41,2023/8/4 18:46,444,120,"['mod.rs', 'opaque_types.rs', 'mod.rs', 'nested-rpit-hrtb-2.rs', 'nested-rpit-hrtb-2.stderr', 'nested-tait-hrtb.rs', 'nested-tait-hrtb.stderr']","['compiler/rustc_borrowck/src/region_infer', 'compiler/rustc_borrowck/src/region_infer', 'compiler/rustc_infer/src/infer/error_reporting', 'tests/ui/impl-trait', 'tests/ui/impl-trait', 'tests/ui/type-alias-impl-trait', 'tests/ui/type-alias-impl-trait']",P-medium,0,"pub trait Trait<'a> {
 type Assoc;
 }
 
 struct Struct;
 impl<'a> Trait<'a> for Struct {
 type Assoc = &'a u32;
 }
 
 fn blah() -> impl for<'a> Trait<'a, Assoc = impl Sized> {
 Struct
 }","pub trait Trait<'a> {
 type Assoc;
 }
 
 struct Struct;
 impl<'a> Trait<'a> for Struct {
 type Assoc = &'a u32;
 }
 
 fn blah() -> impl for<'a> Trait<'a, Assoc = impl Sized> {
 Struct
 }",,,,,1,Sized,,,
96927,"{'A-inference', 'T-compiler', 'C-bug'}",https://github.com/rust-lang/rust/issues/96927,duplicate,,,,,,,"Expected ""type annotations needed"", but inferred unit type instead",2022-05-10T23:03:48Z,2024-01-25T14:44:47Z,,,,,,624,,,,,0,,,,,,,,,,,
96908,"{'T-compiler', 'D-invalid-suggestion', 'C-bug', 'A-borrow-checker', 'A-suggestion-diagnostics'}",https://github.com/rust-lang/rust/issues/96908,Not reproducible anymore,,4. Diagnostic Issues-Improper Fix Suggestion,,,,,Invalid suggestion when trying to use a reference in the loop,2022-05-10T16:50:54Z,2024-01-24T13:48:09Z,,,,,,623,,,,,0,,,,,,,,,,,
96831,"{'F-generic_associated_types', 'A-associated-items', 'A-lifetimes', 'A-GATs', 'T-compiler', 'C-bug'}",https://github.com/rust-lang/rust/issues/96831,duplicate,,,,,,,GAT lifetime bound error when using Self::Associated<'a> but works when the associated type is written out.,2022-05-08T05:38:02Z,2022-05-08T14:28:19Z,,,,,,0,,,,,0,,,,,,,,,,,
96728,"{'A-closures', 'I-cycle', 'C-bug', 'A-const-generics', 'F-inline_const'}",https://github.com/rust-lang/rust/issues/96728,Not reproducible anymore,,2. Correctness Issues-Completeness Issues,,,,,const generics: inline consts and closures cause cycle errors,2022-05-05T10:38:53Z,2024-01-25T15:44:51Z,,,,,,630,,,,,0,,,,,,,,,,,
96661,"{'requires-internal-features', 'C-enhancement', 'requires-nightly', 'A-inference', 'T-compiler', 'A-lang-item', 'P-low'}",https://github.com/rust-lang/rust/issues/96661,Not a bug,,,,,,,Output type of indexing op. wrongly inferred in custom libcore,2022-05-03T05:28:30Z,2023-08-27T19:01:47Z,,,,,,481,,,,P-low,0,,,,,,,,,,,
96644,"{'E-mentor', 'A-HIR', 'E-help-wanted', 'E-easy'}",https://github.com/rust-lang/rust/issues/96644,exclude,,,,,,,Simplify universal impl-trait collection during lowering,2022-05-02T18:09:33Z,2022-06-03T00:21:26Z,97598,https://github.com/rust-lang/rust/pull/97598,Simplify universal impl trait lowering,2022/5/31 20:41,2022/6/3 0:21,31,461,"['item.rs', 'lib.rs', 'path.rs']","['compiler/rustc_ast_lowering/src', 'compiler/rustc_ast_lowering/src', 'compiler/rustc_ast_lowering/src']",,0,,,,,,,,,,,
